NOME_MUNICIPIO;UF;IDHM2010;IDHMRenda2010;IDHMLongevidade2010;IDHMEducacao2010;GEOCODIGO_MUNICIPIO;COD_UF;LONGITUDE;LATITUDE
Araçoiaba da Serra;SP;0,776;0,751;0,86;0,723;3502903;35;-47,587243;-23,50732
Aracruz;ES;0,752;0,717;0,838;0,707;3200607;32;-40,276223;-19,823278
Araçu;GO;0,693;0,686;0,838;0,578;5201603;52;-49,681682;-16,354335
Araçuaí;MG;0,663;0,633;0,821;0,56;3103405;31;-42,064207;-16,851781
Aragarças;GO;0,732;0,694;0,83;0,68;5201702;52;-52,246855;-15,897768
Aragoiânia;GO;0,684;0,683;0,837;0,56;5201801;52;-49,450903;-16,91564
Aragominas;TO;0,593;0,611;0,739;0,461;1701309;17;-48,52343;-7,164349
Araguacema;TO;0,639;0,587;0,805;0,553;1701903;17;-49,561813;-8,801803
Araguaçu;TO;0,675;0,642;0,796;0,602;1702000;17;-49,828612;-12,925584
Araguaiana;MT;0,687;0,671;0,817;0,591;5101001;51;-51,833622;-15,731243
Araguaína;TO;0,752;0,727;0,821;0,712;1702109;17;-48,208705;-7,191329
Araguainha;MT;0,701;0,65;0,844;0,627;5101209;51;-53,03562;-16,857546
Araguanã;MA;0,533;0,483;0,706;0,444;2100873;21;-45,668794;-2,949126
Araguanã;TO;0,604;0,617;0,756;0,473;1702158;17;-48,64375;-6,582249
Araguapaz;GO;0,674;0,696;0,814;0,54;5202155;52;-50,634742;-15,08853
Araguari;MG;0,773;0,74;0,871;0,716;3103504;31;-48,191605;-18,64827
Araguatins;TO;0,631;0,604;0,793;0,525;1702208;17;-48,123507;-5,650586
Araioses;MA;0,521;0,497;0,709;0,402;2100907;21;-41,899139;-2,889256
Aral Moreira;MS;0,633;0,628;0,798;0,507;5001243;50;-55,630761;-22,947881
Aramari;BA;0,588;0,568;0,761;0,47;2902203;29;-38,503066;-12,088183
Arambaré;RS;0,691;0,694;0,833;0,57;4300851;43;-51,501318;-30,909346
Arame;MA;0,512;0,525;0,701;0,365;2100956;21;-46,013636;-4,886082
Aramina;SP;0,74;0,723;0,856;0,656;3503000;35;-47,786013;-20,089944
Arandu;SP;0,685;0,675;0,806;0,592;3503109;35;-49,050976;-23,133407
Arantina;MG;0,697;0,633;0,834;0,641;3103603;31;-44,246954;-21,916104
Arapeí;SP;0,68;0,634;0,812;0,612;3503158;35;-44,448107;-22,674799
Arapiraca;AL;0,649;0,638;0,78;0,549;2700300;27;-36,657297;-9,755907
Arapoema;TO;0,68;0,645;0,81;0,601;1702307;17;-49,075637;-7,65257
Araponga;MG;0,536;0,597;0,76;0,339;3103702;31;-42,526273;-20,665662
Arapongas;PR;0,748;0,751;0,834;0,669;4101507;41;-51,43828;-23,413517
Araporã;MG;0,708;0,676;0,813;0,646;3103751;31;-49,190087;-18,441909
Arapoti;PR;0,723;0,715;0,823;0,643;4101606;41;-49,824829;-24,146569
Arapuá;MG;0,724;0,718;0,871;0,608;3103801;31;-46,154598;-19,033855
Arapuã;PR;0,676;0,638;0,828;0,584;4101655;41;-51,791318;-24,308702
Araputanga;MT;0,725;0,704;0,826;0,655;5101258;51;-58,348367;-15,468144
Araquari;SC;0,703;0,696;0,83;0,602;4201307;42;-48,692707;-26,375952
Arara;PB;0,548;0,569;0,712;0,407;2500908;25;-35,759542;-6,826192
Araranguá;SC;0,76;0,745;0,853;0,691;4201406;42;-49,480967;-28,935752
Araraquara;SP;0,815;0,788;0,877;0,782;3503208;35;-48,17444;-21,79036
Araras;SP;0,781;0,763;0,859;0,728;3503307;35;-47,38583;-22,357087
Ararendá;CE;0,59;0,522;0,763;0,516;2301257;23;-40,831097;-4,751938
Arari;MA;0,626;0,587;0,764;0,546;2101004;21;-44,778835;-3,459171
Araricá;RS;0,679;0,696;0,824;0,547;4300877;43;-50,925677;-29,617244
Araripe;CE;0,564;0,515;0,759;0,459;2301307;23;-40,137446;-7,206184
Araripina;PE;0,602;0,595;0,785;0,467;2601102;26;-40,502461;-7,578142
Araruama;RJ;0,718;0,714;0,839;0,617;3300209;33;-42,341096;-22,877438
Araruna;PB;0,567;0,549;0,758;0,439;2501005;25;-35,735981;-6,531447
Araruna;PR;0,704;0,685;0,785;0,648;4101705;41;-52,499618;-23,928201
Arataca;BA;0,559;0,557;0,758;0,413;2902252;29;-39,413282;-15,260873
Aratiba;RS;0,772;0,801;0,856;0,67;4300901;43;-52,303832;-27,394444
Aratuba;CE;0,622;0,53;0,775;0,587;2301406;23;-39,047555;-4,416931
Aratuípe;BA;0,575;0,57;0,753;0,443;2902302;29;-39,002911;-13,080597
Arauá;SE;0,595;0,55;0,783;0,49;2800407;28;-37,612337;-11,264505
Araucária;PR;0,74;0,743;0,852;0,639;4101804;41;-49,40194;-25,591645
Araújos;MG;0,698;0,694;0,855;0,574;3103900;31;-45,166702;-19,946785
Araxá;MG;0,772;0,756;0,858;0,709;3104007;31;-46,94001;-19,59133
Arceburgo;MG;0,683;0,687;0,81;0,573;3104106;31;-46,944354;-21,360181
Arco-Íris;SP;0,722;0,671;0,809;0,694;3503356;35;-50,464911;-21,773914
Arcos;MG;0,749;0,717;0,874;0,671;3104205;31;-45,543632;-20,282563
Arcoverde;PE;0,667;0,654;0,799;0,567;2601201;26;-37,056506;-8,423941
Areado;MG;0,727;0,7;0,847;0,649;3104304;31;-46,146559;-21,358382
Areal;RJ;0,684;0,686;0,823;0,566;3300225;33;-43,10107;-22,236912
Arealva;SP;0,744;0,718;0,84;0,683;3503406;35;-48,920415;-22,024767
Areia;PB;0,594;0,593;0,756;0,467;2501104;25;-35,703391;-6,965515
Areia Branca;RN;0,682;0,647;0,79;0,621;2401107;24;-37,131272;-4,952898
Areia Branca;SE;0,579;0,579;0,773;0,434;2800506;28;-37,313363;-10,758192
Areia de Baraúnas;PB;0,562;0,566;0,68;0,462;2501153;25;-36,943508;-7,123695
Areial;PB;0,608;0,573;0,779;0,503;2501203;25;-35,922809;-7,049961
Areias;SP;0,697;0,627;0,803;0,672;3503505;35;-44,699432;-22,582194
Areiópolis;SP;0,695;0,686;0,823;0,594;3503604;35;-48,665595;-22,67394
Arenápolis;MT;0,704;0,677;0,793;0,649;5101308;51;-56,844489;-14,455522
Arenópolis;GO;0,687;0,674;0,826;0,582;5202353;52;-51,560029;-16,387546
Arês;RN;0,606;0,587;0,725;0,523;2401206;24;-35,160636;-6,193712
Argirita;MG;0,643;0,645;0,817;0,505;3104403;31;-42,836447;-21,607555
Aricanduva;MG;0,582;0,553;0,787;0,454;3104452;31;-42,559231;-17,867763
Arinos;MG;0,656;0,607;0,815;0,57;3104502;31;-46,107752;-15,921772
Aripuanã;MT;0,675;0,682;0,816;0,553;5101407;51;-59,448616;-10,172524
Ariquemes;RO;0,702;0,716;0,806;0,6;1100023;11;-63,033269;-9,908463
Ariranha;SP;0,733;0,73;0,813;0,663;3503703;35;-48,788337;-21,186127
Ariranha do Ivaí;PR;0,67;0,637;0,794;0,594;4101853;41;-51,587918;-24,383289
Armação dos Búzios;RJ;0,728;0,75;0,824;0,624;3300233;33;-41,887749;-22,757764
Armazém;SC;0,77;0,743;0,882;0,698;4201505;42;-49,012911;-28,258705
Arneiroz;CE;0,618;0,565;0,74;0,564;2301505;23;-40,161444;-6,319426
Aroazes;PI;0,583;0,563;0,752;0,468;2200905;22;-41,797453;-6,11285
Aroeiras;PB;0,548;0,537;0,745;0,411;2501302;25;-35,715593;-7,548462
Aroeiras do Itaim;PI;0,519;0,502;0,738;0,378;2200954;22;-41,563204;-7,278745
Arraial;PI;0,56;0,514;0,761;0,449;2201002;22;-42,536567;-6,650827
Arraial do Cabo;RJ;0,733;0,722;0,805;0,677;3300258;33;-42,028336;-22,967638
Arraias;TO;0,651;0,636;0,829;0,523;1702406;17;-46,946107;-12,93442
Arroio do Meio;RS;0,769;0,75;0,86;0,706;4301008;43;-51,947449;-29,398891
Arroio do Padre;RS;0,669;0,756;0,86;0,461;4301073;43;-52,433302;-31,440644
Arroio do Sal;RS;0,74;0,74;0,844;0,649;4301057;43;-49,932958;-29,592961
Arroio do Tigre;RS;0,707;0,708;0,848;0,589;4301206;43;-53,086396;-29,33586
Arroio dos Ratos;RS;0,698;0,7;0,833;0,583;4301107;43;-51,733807;-30,090013
Arroio Grande;RS;0,657;0,673;0,807;0,522;4301305;43;-53,082248;-32,236344
Arroio Trinta;SC;0,764;0,781;0,873;0,653;4201604;42;-51,334124;-26,932565
Artur Nogueira;SP;0,749;0,745;0,827;0,681;3503802;35;-47,164301;-22,571343
Aruanã;GO;0,675;0,708;0,826;0,526;5202502;52;-51,080885;-14,903332
Arujá;SP;0,784;0,761;0,866;0,73;3503901;35;-46,32049;-23,395827
Arvoredo;SC;0,715;0,713;0,842;0,61;4201653;42;-52,457789;-27,073534
Arvorezinha;RS;0,694;0,713;0,817;0,575;4301404;43;-52,179512;-28,873049
Ascurra;SC;0,742;0,739;0,868;0,636;4201703;42;-49,386363;-26,954776
Aspásia;SP;0,735;0,699;0,864;0,657;3503950;35;-50,726963;-20,15819
Assaí;PR;0,728;0,724;0,833;0,641;4101903;41;-50,841623;-23,372718
Assaré;CE;0,6;0,573;0,783;0,482;2301604;23;-39,871275;-6,872607
Assis;SP;0,805;0,771;0,865;0,781;3504008;35;-50,41751;-22,662835
Assis Brasil;AC;0,588;0,578;0,77;0,456;1200054;12;-69,563459;-10,942866
Assis Chateaubriand;PR;0,729;0,713;0,857;0,633;4102000;41;-53,521237;-24,40853
Assunção;PB;0,609;0,601;0,738;0,51;2501351;25;-36,733187;-7,076327
Assunção do Piauí;PI;0,499;0,462;0,706;0,382;2201051;22;-41,05083;-5,864914
Astolfo Dutra;MG;0,694;0,686;0,858;0,567;3104601;31;-42,859644;-21,311204
Astorga;PR;0,747;0,754;0,818;0,675;4102109;41;-51,669679;-23,236712
Atalaia;AL;0,561;0,545;0,752;0,431;2700409;27;-36,021427;-9,501387
Atalaia;PR;0,736;0,707;0,854;0,66;4102208;41;-52,055701;-23,151587
Atalaia do Norte;AM;0,45;0,481;0,733;0,259;1300201;13;-70,187989;-4,366157
Atalanta;SC;0,733;0,736;0,802;0,668;4201802;42;-49,779457;-27,420536
Ataléia;MG;0,588;0,592;0,813;0,423;3104700;31;-41,110558;-18,04592
Atibaia;SP;0,765;0,786;0,851;0,67;3504107;35;-46,555063;-23,116308
Atilio Vivacqua;ES;0,708;0,663;0,841;0,637;3200706;32;-41,191242;-20,915897
Augustinópolis;TO;0,67;0,614;0,793;0,619;1702554;17;-47,880957;-5,465414
Augusto Corrêa;PA;0,52;0,48;0,772;0,38;1500909;15;-46,641646;-1,022921
Augusto de Lima;MG;0,656;0,622;0,815;0,557;3104809;31;-44,275219;-18,112548
Augusto Pestana;RS;0,743;0,779;0,847;0,621;4301503;43;-53,98947;-28,513352
Augusto Severo;RN;0,621;0,624;0,774;0,495;2401305;24;-37,308873;-5,858114
Áurea;RS;0,707;0,715;0,841;0,588;4301552;43;-52,054176;-27,693787
Aurelino Leal;BA;0,568;0,555;0,759;0,434;2902401;29;-39,321997;-14,316949
Auriflama;SP;0,773;0,746;0,84;0,738;3504206;35;-50,553959;-20,687335
Aurilândia;GO;0,7;0,661;0,836;0,62;5202601;52;-50,464766;-16,676725
Aurora;CE;0,605;0,557;0,764;0,521;2301703;23;-38,976991;-6,940392
Aurora;SC;0,733;0,748;0,87;0,606;4201901;42;-49,643628;-27,299029
Aurora do Pará;PA;0,519;0,504;0,773;0,358;1500958;15;-47,556175;-2,129376
Aurora do Tocantins;TO;0,677;0,676;0,804;0,57;1702703;17;-46,407083;-12,70849
Autazes;AM;0,577;0,539;0,799;0,446;1300300;13;-59,133567;-3,578664
Avaí;SP;0,714;0,674;0,83;0,65;3504305;35;-49,336815;-22,156772
Avanhandava;SP;0,705;0,688;0,817;0,623;3504404;35;-49,942697;-21,460871
Avaré;SP;0,767;0,751;0,866;0,695;3504503;35;-48,923263;-23,103194
Aveiro;PA;0,541;0,47;0,748;0,45;1501006;15;-55,330734;-3,605595
Avelino Lopes;PI;0,554;0,532;0,722;0,442;2201101;22;-43,94151;-10,134745
Avelinópolis;GO;0,66;0,682;0,828;0,508;5202809;52;-49,754226;-16,461939
Axixá;MA;0,641;0,535;0,776;0,634;2101103;21;-44,054586;-2,837797
Axixá do Tocantins;TO;0,627;0,595;0,733;0,566;1702901;17;-47,774156;-5,624309
Babaçulândia;TO;0,642;0,589;0,792;0,568;1703008;17;-47,758816;-7,201865
Bacabal;MA;0,651;0,619;0,753;0,591;2101202;21;-44,781556;-4,231525
Bacabeira;MA;0,629;0,558;0,768;0,58;2101251;21;-44,315423;-2,985825
Bacuri;MA;0,578;0,54;0,737;0,484;2101301;21;-45,137349;-1,724046
Bacurituba;MA;0,537;0,474;0,681;0,479;2101350;21;-44,735742;-2,710872
Bady Bassitt;SP;0,746;0,737;0,805;0,701;3504602;35;-49,448574;-20,918564
Baependi;MG;0,681;0,664;0,833;0,57;3104908;31;-44,890371;-21,957611
Bagé;RS;0,74;0,739;0,848;0,647;4301602;43;-54,107083;-31,330502
Bagre;PA;0,471;0,481;0,777;0,28;1501105;15;-50,221987;-1,889808
Baía da Traição;PB;0,581;0,541;0,731;0,495;2501401;25;-34,949931;-6,679529
Baía Formosa;RN;0,609;0,59;0,718;0,534;2401404;24;-35,009036;-6,369992
Baianópolis;BA;0,589;0,543;0,763;0,492;2902500;29;-44,536098;-12,304125
Baião;PA;0,578;0,538;0,77;0,467;1501204;15;-49,672753;-2,791962
Baixa Grande;BA;0,585;0,549;0,775;0,471;2902609;29;-40,166861;-11,959357
Baixa Grande do Ribeiro;PI;0,564;0,537;0,751;0,446;2201150;22;-45,212815;-7,853352
Baixio;CE;0,627;0,563;0,763;0,575;2301802;23;-38,720126;-6,727162
Baixo Guandu;ES;0,702;0,67;0,811;0,637;3200805;32;-41,012068;-19,514246
Balbinos;SP;0,669;0,69;0,809;0,537;3504701;35;-49,356473;-21,901524
Baldim;MG;0,671;0,65;0,787;0,59;3105004;31;-43,957041;-19,286437
Baliza;GO;0,655;0,614;0,819;0,558;5203104;52;-52,542745;-16,201637
Balneário Arroio do Silva;SC;0,746;0,753;0,858;0,642;4201950;42;-49,405703;-28,980402
Balneário Barra do Sul;SC;0,716;0,713;0,844;0,611;4202057;42;-48,606646;-26,45643
Balneário Camboriú;SC;0,845;0,854;0,894;0,789;4202008;42;-48,634617;-26,991819
Balneário Gaivota;SC;0,728;0,734;0,844;0,622;4202073;42;-49,590894;-29,164521
Balneário Piçarras;SC;0,756;0,745;0,869;0,668;4212809;42;-48,675051;-26,769171
Balneário Pinhal;RS;0,696;0,71;0,836;0,567;4301636;43;-50,236701;-30,239751
Balsa Nova;PR;0,696;0,707;0,823;0,579;4102307;41;-49,631756;-25,578498
Bálsamo;SP;0,756;0,746;0,835;0,695;3504800;35;-49,579328;-20,738264
Balsas;MA;0,687;0,674;0,807;0,597;2101400;21;-46,038993;-7,53117
Bambuí;MG;0,741;0,735;0,87;0,636;3105103;31;-45,979045;-20,011892
Banabuiú;CE;0,606;0,54;0,779;0,53;2301851;23;-38,925785;-5,315047
Bananal;SP;0,733;0,693;0,872;0,653;3504909;35;-44,32333;-22,682616
Bananeiras;PB;0,568;0,555;0,766;0,43;2501500;25;-35,6316;-6,749637
Bandeira;MG;0,599;0,583;0,811;0,454;3105202;31;-40,558886;-15,884977
Bandeira do Sul;MG;0,692;0,681;0,802;0,608;3105301;31;-46,385263;-21,724869
Bandeirante;SC;0,672;0,675;0,795;0,565;4202081;42;-53,64105;-26,768938
Bandeirantes;MS;0,681;0,694;0,848;0,537;5001508;50;-54,363194;-19,92092
Bandeirantes;PR;0,727;0,714;0,819;0,658;4102406;41;-50,371873;-23,092481
Bandeirantes do Tocantins;TO;0,638;0,57;0,797;0,571;1703057;17;-48,578381;-7,764859
Bannach;PA;0,594;0,635;0,784;0,42;1501253;15;-50,406047;-7,351072
Banzaê;BA;0,579;0,539;0,769;0,468;2902658;29;-38,61187;-10,574092
Barão;RS;0,748;0,767;0,836;0,652;4301651;43;-51,497538;-29,380864
Barão de Antonina;SP;0,711;0,676;0,82;0,649;3505005;35;-49,566064;-23,627111
Barão de Cocais;MG;0,722;0,679;0,858;0,647;3105400;31;-43,484882;-19,935847
Barão de Cotegipe;RS;0,719;0,745;0,842;0,593;4301701;43;-52,37775;-27,617093
Barão de Grajaú;MA;0,592;0,578;0,743;0,484;2101509;21;-43,026453;-6,758955
Barão de Melgaço;MT;0,6;0,598;0,82;0,44;5101605;51;-55,967121;-16,195099
Barão de Monte Alto;MG;0,649;0,619;0,827;0,533;3105509;31;-42,239147;-21,247882
Barão do Triunfo;RS;0,61;0,645;0,821;0,428;4301750;43;-51,737669;-30,390484
Baraúna;PB;0,558;0,526;0,718;0,459;2501534;25;-36,253041;-6,642405
Baraúna;RN;0,574;0,562;0,756;0,446;2401453;24;-37,61818;-5,076618
Barbacena;MG;0,769;0,751;0,881;0,687;3105608;31;-43,776193;-21,224915
Barbalha;CE;0,683;0,613;0,817;0,637;2301901;23;-39,302316;-7,307172
Barbosa;SP;0,699;0,676;0,843;0,599;3505104;35;-49,953989;-21,259026
Barbosa Ferraz;PR;0,696;0,667;0,808;0,625;4102505;41;-52,007117;-24,027715
Barcarena;PA;0,662;0,643;0,801;0,564;1501303;15;-48,627073;-1,505767
Barcelona;RN;0,566;0,564;0,726;0,442;2401503;24;-35,926795;-5,948132
Barcelos;AM;0,5;0,545;0,728;0,315;1300409;13;-62,92567;-0,972801
Bariri;SP;0,75;0,736;0,867;0,662;3505203;35;-48,741525;-22,071978
Barra;BA;0,557;0,503;0,75;0,457;2902708;29;-43,143639;-11,088955
Barra Bonita;SC;0,701;0,692;0,83;0,599;4202099;42;-53,441303;-26,652294
Barra Bonita;SP;0,788;0,762;0,869;0,739;3505302;35;-48,563229;-22,491146
Barra da Estiva;BA;0,575;0,566;0,717;0,469;2902807;29;-41,331696;-13,620205
Barra D'Alcântara;PI;0,577;0,526;0,777;0,471;2201176;22;-42,105002;-6,518873
Barra de Guabiraba;PE;0,577;0,558;0,726;0,474;2601300;26;-35,662819;-8,420935
Barra de Santa Rosa;PB;0,562;0,542;0,753;0,434;2501609;25;-36,059773;-6,720253
Barra de Santana;PB;0,567;0,526;0,747;0,465;2501575;25;-35,996314;-7,522834
Barra de Santo Antônio;AL;0,557;0,552;0,732;0,428;2700508;27;-35,500298;-9,409278
Barra de São Francisco;ES;0,683;0,673;0,815;0,58;3200904;32;-40,890399;-18,759089
Barra de São Miguel;AL;0,615;0,638;0,767;0,475;2700607;27;-35,90745;-9,838998
Barra de São Miguel;PB;0,572;0,584;0,728;0,44;2501708;25;-36,321536;-7,752671
Barra do Bugres;MT;0,693;0,684;0,818;0,595;5101704;51;-57,186409;-15,066258
Barra do Chapéu;SP;0,66;0,617;0,779;0,599;3505351;35;-49,027139;-24,471426
Barra do Choça;BA;0,551;0,563;0,77;0,386;2902906;29;-40,576373;-14,864273
Barra do Corda;MA;0,606;0,585;0,763;0,498;2101608;21;-45,239011;-5,50834
Barra do Garças;MT;0,748;0,738;0,817;0,693;5101803;51;-52,26033;-15,888711
Barra do Guarita;RS;0,734;0,696;0,845;0,672;4301859;43;-53,714413;-27,18807
Barra do Jacaré;PR;0,744;0,678;0,813;0,747;4102703;41;-50,187737;-23,120593
Barra do Mendes;BA;0,63;0,578;0,784;0,553;2903003;29;-42,059128;-11,808828
Barra do Ouro;TO;0,603;0,557;0,76;0,517;1703073;17;-47,687135;-7,691767
Barra do Piraí;RJ;0,733;0,723;0,819;0,665;3300308;33;-43,828452;-22,469596
Barra do Quaraí;RS;0,662;0,659;0,802;0,548;4301875;43;-57,55706;-30,211075
Barra do Ribeiro;RS;0,67;0,691;0,822;0,529;4301909;43;-51,300874;-30,292675
Barra do Rio Azul;RS;0,723;0,703;0,842;0,638;4301925;43;-52,414105;-27,408758
Barra do Rocha;BA;0,577;0,585;0,705;0,465;2903102;29;-39,601386;-14,210029
Barra do Turvo;SP;0,641;0,625;0,792;0,532;3505401;35;-48,502343;-24,759387
Barra dos Coqueiros;SE;0,649;0,647;0,776;0,545;2800605;28;-37,041242;-10,906799
Barra Funda;RS;0,763;0,731;0,856;0,71;4301958;43;-53,036297;-27,923826
Barra Longa;MG;0,624;0,613;0,823;0,482;3105707;31;-43,037197;-20,283636
Barra Mansa;RJ;0,729;0,72;0,819;0,657;3300407;33;-44,172431;-22,545301
Barra Velha;SC;0,738;0,735;0,857;0,639;4202107;42;-48,683864;-26,634361
Barracão;PR;0,706;0,716;0,833;0,59;4102604;41;-53,635;-26,252603
Barracão;RS;0,71;0,711;0,885;0,568;4301800;43;-51,460151;-27,68023
Barras;PI;0,595;0,558;0,779;0,485;2201200;22;-42,29534;-4,243093
Barreira;CE;0,616;0,551;0,771;0,551;2301950;23;-38,638502;-4,288762
Barreiras;BA;0,721;0,695;0,807;0,668;2903201;29;-45,004168;-12,144925
Barreiras do Piauí;PI;0,557;0,56;0,73;0,423;2201309;22;-45,477788;-9,921247
Barreirinha;AM;0,574;0,469;0,774;0,522;1300508;13;-57,06775;-2,79815
Barreirinhas;MA;0,57;0,515;0,752;0,479;2101707;21;-42,827803;-2,750086
Barreiros;PE;0,586;0,561;0,73;0,491;2601409;26;-35,199086;-8,814138
Barretos;SP;0,789;0,762;0,875;0,738;3505500;35;-48,567378;-20,558456
Barrinha;SP;0,725;0,711;0,829;0,646;3505609;35;-48,162814;-21,191744
Barro;CE;0,599;0,556;0,758;0,51;2302008;23;-38,779881;-7,168209
Barro Alto;BA;0,607;0,551;0,739;0,55;2903235;29;-41,912096;-11,761064
Barro Alto;GO;0,742;0,701;0,854;0,682;5203203;52;-48,915707;-14,973709
Barro Duro;PI;0,612;0,611;0,729;0,514;2201408;22;-42,513378;-5,81236
Barro Preto;BA;0,602;0,576;0,744;0,508;2903300;29;-39,473335;-14,809754
Barrocas;BA;0,61;0,574;0,786;0,503;2903276;29;-39,078669;-11,529113
Barrolândia;TO;0,642;0,6;0,817;0,541;1703107;17;-48,731461;-9,831653
Barroquinha;CE;0,571;0,512;0,72;0,505;2302057;23;-41,139482;-3,009117
Barros Cassal;RS;0,65;0,69;0,795;0,5;4302006;43;-52,587752;-29,087704
Barroso;MG;0,734;0,675;0,864;0,678;3105905;31;-43,975381;-21,176287
Barueri;SP;0,786;0,791;0,866;0,708;3505708;35;-46,874653;-23,508902
Bastos;SP;0,751;0,696;0,848;0,718;3505807;35;-50,734871;-21,921037
Bataguassu;MS;0,71;0,698;0,847;0,606;5001904;50;-52,425437;-21,715288
Batalha;AL;0,594;0,563;0,752;0,496;2700706;27;-37,127092;-9,674593
Batalha;PI;0,545;0,54;0,755;0,398;2201507;22;-42,075219;-4,020412
Batatais;SP;0,761;0,766;0,84;0,685;3505906;35;-47,586107;-20,89193
Batayporã;MS;0,684;0,702;0,814;0,559;5002001;50;-53,274807;-22,29588
Baturité;CE;0,619;0,574;0,753;0,548;2302107;23;-38,880021;-4,331205
Bauru;SP;0,801;0,8;0,854;0,752;3506003;35;-49,083001;-22,325123
Bayeux;PB;0,649;0,619;0,779;0,566;2501807;25;-34,929186;-7,132276
Bebedouro;SP;0,78;0,756;0,853;0,735;3506102;35;-48,477362;-20,949816
Beberibe;CE;0,638;0,585;0,778;0,571;2302206;23;-38,123273;-4,174763
Bela Cruz;CE;0,623;0,533;0,76;0,598;2302305;23;-40,166843;-3,055107
Bela Vista;MS;0,698;0,699;0,83;0,585;5002100;50;-56,531315;-22,115976
Bela Vista da Caroba;PR;0,681;0,667;0,828;0,572;4102752;41;-53,666043;-25,879493
Bela Vista de Goiás;GO;0,716;0,721;0,837;0,607;5203302;52;-48,952412;-16,973121
Bela Vista de Minas;MG;0,674;0,644;0,795;0,597;3106002;31;-43,096932;-19,825847
Bela Vista do Maranhão;MA;0,554;0,515;0,735;0,45;2101772;21;-45,248246;-3,737733
Bela Vista do Paraíso;PR;0,716;0,721;0,844;0,604;4102802;41;-51,194145;-22,992088
Bela Vista do Piauí;PI;0,576;0,52;0,709;0,519;2201556;22;-41,87138;-7,972185
Bela Vista do Toldo;SC;0,675;0,624;0,826;0,598;4202131;42;-50,464788;-26,276228
Belágua;MA;0,512;0,417;0,707;0,455;2101731;21;-43,510062;-3,156772
Belém;AL;0,593;0,587;0,764;0,464;2700805;27;-36,494498;-9,568648
Belém;PA;0,746;0,751;0,822;0,673;1501402;15;-48,487826;-1,459845
Belém;PB;0,592;0,557;0,759;0,492;2501906;25;-35,536274;-6,694043
Belém de Maria;PE;0,578;0,537;0,749;0,479;2601508;26;-35,839924;-8,621202
Belém do Brejo do Cruz;PB;0,578;0,55;0,779;0,451;2502003;25;-37,539502;-6,188575
Belém do Piauí;PI;0,551;0,537;0,696;0,448;2201572;22;-40,970302;-7,37014
Belém do São Francisco;PE;0,642;0,611;0,784;0,553;2601607;26;-38,9616;-8,751463
Belford Roxo;RJ;0,684;0,662;0,808;0,598;3300456;33;-43,399625;-22,764556
Belmiro Braga;MG;0,66;0,653;0,83;0,531;3106101;31;-43,415721;-21,950131
Belmonte;BA;0,598;0,577;0,771;0,48;2903409;29;-38,880303;-15,861396
Belmonte;SC;0,705;0,699;0,82;0,611;4202156;42;-53,580977;-26,844586
Belo Campo;BA;0,575;0,562;0,76;0,444;2903508;29;-41,260033;-15,033496
Belo Horizonte;MG;0,81;0,841;0,856;0,737;3106200;31;-43,926453;-19,937524
Belo Jardim;PE;0,629;0,617;0,783;0,514;2601706;26;-36,420035;-8,335295
Belo Monte;AL;0,517;0,507;0,725;0,376;2700904;27;-37,278439;-9,826989
Belo Oriente;MG;0,686;0,655;0,813;0,606;3106309;31;-42,487283;-19,224645
Belo Vale;MG;0,655;0,672;0,814;0,514;3106408;31;-44,028528;-20,406658
Belterra;PA;0,588;0,548;0,775;0,478;1501451;15;-54,942675;-2,64902
Beneditinos;PI;0,557;0,561;0,78;0,394;2201606;22;-42,370617;-5,447603
Benedito Leite;MA;0,546;0,531;0,719;0,426;2101806;21;-44,559857;-7,2188
Benedito Novo;SC;0,74;0,723;0,868;0,645;4202206;42;-49,364403;-26,777508
Benevides;PA;0,665;0,623;0,798;0,592;1501501;15;-48,241836;-1,361438
Benjamin Constant;AM;0,574;0,526;0,763;0,471;1300607;13;-70,027348;-4,374989
Benjamin Constant do Sul;RS;0,619;0,601;0,801;0,492;4302055;43;-52,602225;-27,508584
Bento de Abreu;SP;0,744;0,706;0,82;0,712;3506201;35;-50,811852;-21,269108
Bento Fernandes;RN;0,582;0,542;0,737;0,494;2401602;24;-35,821699;-5,692383
Bento Gonçalves;RS;0,778;0,805;0,842;0,695;4302105;43;-51,51556;-29,167402
Bequimão;MA;0,601;0,51;0,757;0,561;2101905;21;-44,78573;-2,462063
Berilo;MG;0,628;0,58;0,816;0,524;3106507;31;-42,461354;-16,950302
Berizal;MG;0,604;0,56;0,757;0,52;3106655;31;-41,746785;-15,610784
Bernardino Batista;PB;0,558;0,526;0,716;0,462;2502052;25;-38,548869;-6,453548
Bernardino de Campos;SP;0,734;0,713;0,838;0,662;3506300;35;-49,474043;-23,013553
Bernardo do Mearim;MA;0,604;0,544;0,742;0,547;2101939;21;-44,764323;-4,630287
Bernardo Sayão;TO;0,638;0,606;0,748;0,573;1703206;17;-48,899054;-7,868512
Bertioga;SP;0,73;0,727;0,817;0,654;3506359;35;-46,136538;-23,854015
Bertolínia;PI;0,612;0,596;0,758;0,507;2201705;22;-43,954388;-7,628625
Bertópolis;MG;0,594;0,576;0,799;0,455;3106606;31;-40,572246;-17,060963
Beruri;AM;0,506;0,512;0,731;0,346;1300631;13;-61,371571;-3,894513
Betânia;PE;0,559;0,533;0,742;0,441;2601805;26;-38,038738;-8,269841
