NOME_MUNICIPIO;UF;IDHM2010;IDHMRenda2010;IDHMLongevidade2010;IDHMEducacao2010;GEOCODIGO_MUNICIPIO;COD_UF;LONGITUDE;LATITUDE
Rubelita;MG;0,582;0,552;0,808;0,443;3156502;31;-42,264762;-16,402966
Rubiácea;SP;0,721;0,684;0,82;0,668;3544400;35;-50,726908;-21,300524
Rubiataba;GO;0,719;0,686;0,814;0,666;5218904;52;-49,80341;-15,164313
Rubim;MG;0,609;0,589;0,817;0,469;3156601;31;-40,536941;-16,372974
Rubinéia;SP;0,759;0,713;0,844;0,726;3544509;35;-50,997485;-20,171775
Rurópolis;PA;0,548;0,548;0,764;0,392;1506195;15;-54,905862;-4,099065
Russas;CE;0,674;0,617;0,791;0,626;2311801;23;-37,975431;-4,939738
Ruy Barbosa;BA;0,61;0,583;0,77;0,505;2927200;29;-40,500371;-12,289317
Ruy Barbosa;RN;0,605;0,548;0,78;0,517;2411106;24;-35,935484;-5,879429
Sabará;MG;0,731;0,699;0,833;0,67;3156700;31;-43,825557;-19,892495
Sabáudia;PR;0,74;0,71;0,843;0,676;4122701;41;-51,556702;-23,318396
Sabino;SP;0,728;0,708;0,813;0,671;3544608;35;-49,580819;-21,460214
Sabinópolis;MG;0,638;0,637;0,812;0,502;3156809;31;-43,088204;-18,671815
Saboeiro;CE;0,575;0,533;0,715;0,499;2311900;23;-39,904581;-6,536433
Sacramento;MG;0,732;0,726;0,871;0,619;3156908;31;-47,436555;-19,863576
Sagrada Família;RS;0,678;0,669;0,782;0,596;4316428;43;-53,135652;-27,706731
Sagres;SP;0,73;0,692;0,83;0,677;3544707;35;-50,957155;-21,881139
Sairé;PE;0,585;0,581;0,784;0,44;2612000;26;-35,710248;-8,327614
Saldanha Marinho;RS;0,762;0,745;0,841;0,706;4316436;43;-53,094107;-28,403286
Sales;SP;0,751;0,708;0,859;0,697;3544806;35;-49,498769;-21,344453
Sales Oliveira;SP;0,772;0,738;0,845;0,739;3544905;35;-47,842349;-20,777882
Salesópolis;SP;0,732;0,687;0,829;0,69;3545001;35;-45,847177;-23,531793
Salete;SC;0,744;0,737;0,803;0,695;4215307;42;-50,001731;-26,975244
Salgadinho;PB;0,563;0,531;0,739;0,454;2513000;25;-36,845503;-7,103035
Salgadinho;PE;0,534;0,516;0,73;0,405;2612109;26;-35,638061;-7,939484
Salgado;SE;0,609;0,588;0,789;0,486;2806206;28;-37,477755;-11,022119
Salgado de São Félix;PB;0,568;0,531;0,77;0,448;2513109;25;-35,443302;-7,355357
Salgado Filho;PR;0,7;0,682;0,831;0,604;4122800;41;-53,362115;-26,170461
Salgueiro;PE;0,669;0,645;0,799;0,58;2612208;26;-39,120851;-8,070678
Salinas;MG;0,679;0,697;0,815;0,551;3157005;31;-42,293506;-16,169856
Salinas da Margarida;BA;0,617;0,575;0,729;0,561;2927309;29;-38,757944;-12,877997
Salinópolis;PA;0,647;0,628;0,798;0,541;1506203;15;-47,35312;-0,623638
Salitre;CE;0,54;0,497;0,732;0,434;2311959;23;-40,464752;-7,284529
Salmourão;SP;0,719;0,678;0,846;0,649;3545100;35;-50,860672;-21,625363
Saloá;PE;0,559;0,559;0,744;0,421;2612307;26;-36,692729;-8,975995
Saltinho;SC;0,654;0,639;0,795;0,551;4215356;42;-53,058631;-26,608559
Saltinho;SP;0,791;0,771;0,857;0,75;3545159;35;-47,678288;-22,843367
Salto;SP;0,78;0,755;0,837;0,751;3545209;35;-47,292416;-23,204074
Salto da Divisa;MG;0,608;0,586;0,846;0,453;3157104;31;-39,950756;-15,997571
Salto de Pirapora;SP;0,729;0,699;0,834;0,665;3545308;35;-47,57468;-23,649132
Salto do Céu;MT;0,666;0,661;0,797;0,56;5107750;51;-58,126752;-15,135825
Salto do Itararé;PR;0,704;0,661;0,836;0,631;4122909;41;-49,63075;-23,605757
Salto do Jacuí;RS;0,687;0,693;0,837;0,558;4316451;43;-53,21331;-29,088681
Salto do Lontra;PR;0,718;0,707;0,839;0,625;4123006;41;-53,314935;-25,776765
Salto Grande;SP;0,704;0,664;0,825;0,637;3545407;35;-49,981078;-22,890507
Salto Veloso;SC;0,784;0,778;0,88;0,705;4215406;42;-51,405208;-26,903165
Salvador;BA;0,759;0,772;0,835;0,679;2927408;29;-38,488061;-13,014772
Salvador das Missões;RS;0,753;0,71;0,851;0,706;4316477;43;-54,837742;-28,121697
Salvador do Sul;RS;0,74;0,75;0,843;0,641;4316501;43;-51,509421;-29,439732
Salvaterra;PA;0,608;0,58;0,793;0,488;1506302;15;-48,513187;-0,754526
Sambaíba;MA;0,565;0,542;0,728;0,456;2109700;21;-45,344203;-7,138351
Sampaio;TO;0,606;0,546;0,691;0,59;1718808;17;-47,875792;-5,349296
Sananduva;RS;0,747;0,764;0,843;0,647;4316600;43;-51,813502;-27,944007
Sanclerlândia;GO;0,736;0,725;0,832;0,662;5219001;52;-50,315867;-16,200663
Sandolândia;TO;0,659;0,626;0,791;0,578;1718840;17;-49,933388;-12,5416
Sandovalina;SP;0,709;0,665;0,812;0,659;3545506;35;-51,759952;-22,458542
Sangão;SC;0,7;0,725;0,853;0,554;4215455;42;-49,13403;-28,633223
Sanharó;PE;0,603;0,564;0,758;0,514;2612406;26;-36,562507;-8,362962
Santa Adélia;SP;0,76;0,75;0,835;0,702;3545605;35;-48,805948;-21,24327
Santa Albertina;SP;0,728;0,716;0,809;0,665;3545704;35;-50,730564;-20,030703
Santa Amélia;PR;0,653;0,655;0,809;0,526;4123105;41;-50,423459;-23,268157
Santa Bárbara;BA;0,583;0,554;0,775;0,462;2927507;29;-38,966139;-11,956903
Santa Bárbara;MG;0,707;0,676;0,816;0,642;3157203;31;-43,405221;-19,965591
Santa Bárbara de Goiás;GO;0,706;0,667;0,832;0,635;5219100;52;-49,689783;-16,577476
Santa Bárbara do Leste;MG;0,613;0,608;0,8;0,473;3157252;31;-42,140841;-19,975793
Santa Bárbara do Monte Verde;MG;0,606;0,617;0,823;0,438;3157278;31;-43,701774;-21,957267
Santa Bárbara do Pará;PA;0,627;0,575;0,784;0,546;1506351;15;-48,297741;-1,229439
Santa Bárbara do Sul;RS;0,725;0,716;0,841;0,634;4316709;43;-53,250527;-28,365167
Santa Bárbara do Tugúrio;MG;0,637;0,616;0,81;0,517;3157302;31;-43,558949;-21,246208
Santa Bárbara D'Oeste;SP;0,781;0,752;0,867;0,731;3545803;35;-47,413955;-22,755394
Santa Branca;SP;0,735;0,706;0,828;0,678;3546009;35;-45,887648;-23,395758
Santa Brígida;BA;0,546;0,533;0,71;0,431;2927606;29;-38,127818;-9,731891
Santa Carmem;MT;0,715;0,703;0,827;0,628;5107248;51;-55,282223;-11,969686
Santa Cecília;PB;0,525;0,515;0,699;0,402;2513158;25;-35,877474;-7,742906
Santa Cecília;SC;0,698;0,697;0,819;0,597;4215505;42;-50,422902;-26,956901
Santa Cecília do Pavão;PR;0,723;0,681;0,838;0,661;4123204;41;-50,782865;-23,512896
Santa Cecília do Sul;RS;0,725;0,781;0,839;0,581;4316733;43;-51,926671;-28,164451
Santa Clara do Sul;RS;0,74;0,747;0,843;0,644;4316758;43;-52,080926;-29,463596
Santa Clara D'Oeste;SP;0,733;0,712;0,804;0,687;3546108;35;-50,930221;-20,091392
Santa Cruz;PB;0,618;0,578;0,779;0,523;2513208;25;-38,060556;-6,535014
Santa Cruz;PE;0,549;0,522;0,722;0,438;2612455;26;-40,337688;-8,237961
Santa Cruz;RN;0,635;0,597;0,761;0,564;2411205;24;-36,020517;-6,230076
Santa Cruz Cabrália;BA;0,654;0,624;0,784;0,571;2927705;29;-39,013183;-16,338097
Santa Cruz da Baixa Verde;PE;0,612;0,557;0,786;0,523;2612471;26;-38,153138;-7,82147
Santa Cruz da Conceição;SP;0,79;0,83;0,876;0,679;3546207;35;-47,457164;-22,127682
Santa Cruz da Esperança;SP;0,743;0,719;0,832;0,686;3546256;35;-47,433781;-21,291168
Santa Cruz da Vitória;BA;0,61;0,573;0,786;0,504;2927804;29;-39,811836;-14,960078
Santa Cruz das Palmeiras;SP;0,728;0,746;0,815;0,635;3546306;35;-47,249414;-21,827568
Santa Cruz de Goiás;GO;0,688;0,7;0,827;0,563;5219209;52;-48,47669;-17,321553
Santa Cruz de Minas;MG;0,706;0,66;0,839;0,636;3157336;31;-44,223258;-21,119471
Santa Cruz de Monte Castelo;PR;0,71;0,681;0,831;0,633;4123303;41;-53,297306;-22,958582
Santa Cruz de Salinas;MG;0,577;0,548;0,757;0,463;3157377;31;-41,750355;-16,094356
Santa Cruz do Arari;PA;0,557;0,483;0,775;0,461;1506401;15;-49,171616;-0,659974
Santa Cruz do Capibaribe;PE;0,648;0,667;0,806;0,506;2612505;26;-36,20395;-7,95519
Santa Cruz do Escalvado;MG;0,625;0,618;0,815;0,485;3157401;31;-42,818453;-20,238277
Santa Cruz do Piauí;PI;0,601;0,57;0,72;0,53;2209104;22;-41,761926;-7,177626
Santa Cruz do Rio Pardo;SP;0,762;0,744;0,867;0,686;3546405;35;-49,624609;-22,905723
Santa Cruz do Sul;RS;0,773;0,782;0,852;0,693;4316808;43;-52,429929;-29,719768
Santa Cruz do Xingu;MT;0,684;0,704;0,828;0,55;5107743;51;-52,398616;-10,15245
Santa Cruz dos Milagres;PI;0,577;0,524;0,719;0,509;2209153;22;-41,958446;-5,808121
Santa Efigênia de Minas;MG;0,607;0,579;0,793;0,487;3157500;31;-42,439313;-18,819838
Santa Ernestina;SP;0,738;0,716;0,802;0,699;3546504;35;-48,39365;-21,462922
Santa Fé;PR;0,705;0,721;0,808;0,601;4123402;41;-51,806302;-23,036115
Santa Fé de Goiás;GO;0,713;0,703;0,847;0,608;5219258;52;-51,109416;-15,770785
Santa Fé de Minas;MG;0,615;0,589;0,804;0,492;3157609;31;-45,413633;-16,687373
Santa Fé do Araguaia;TO;0,616;0,604;0,804;0,482;1718865;17;-48,693942;-7,149936
Santa Fé do Sul;SP;0,784;0,763;0,84;0,751;3546603;35;-50,926777;-20,211693
Santa Filomena;PE;0,533;0,496;0,752;0,406;2612554;26;-40,615775;-8,160511
Santa Filomena;PI;0,544;0,53;0,789;0,385;2209203;22;-45,920556;-9,106796
Santa Filomena do Maranhão;MA;0,525;0,461;0,722;0,435;2109759;21;-44,563714;-5,499767
Santa Gertrudes;SP;0,737;0,723;0,847;0,654;3546702;35;-47,530709;-22,455327
Santa Helena;MA;0,571;0,531;0,746;0,471;2109809;21;-45,305161;-2,234533
Santa Helena;PB;0,609;0,57;0,786;0,504;2513307;25;-38,64279;-6,718694
Santa Helena;PR;0,744;0,738;0,823;0,678;4123501;41;-54,336453;-24,857096
Santa Helena;SC;0,727;0,705;0,833;0,653;4215554;42;-53,619988;-26,939844
Santa Helena de Goiás;GO;0,724;0,734;0,823;0,627;5219308;52;-50,598443;-17,812355
Santa Helena de Minas;MG;0,567;0,531;0,723;0,474;3157658;31;-40,686289;-16,936308
Santa Inês;BA;0,574;0,571;0,704;0,47;2927903;29;-39,827605;-13,298687
Santa Inês;MA;0,674;0,633;0,788;0,615;2109908;21;-45,378272;-3,658575
Santa Inês;PB;0,572;0,54;0,706;0,492;2513356;25;-38,5596;-7,62778
Santa Inês;PR;0,717;0,675;0,827;0,659;4123600;41;-51,902768;-22,638707
Santa Isabel;GO;0,683;0,658;0,818;0,593;5219357;52;-49,428178;-15,302398
Santa Isabel;SP;0,738;0,7;0,834;0,689;3546801;35;-46,227013;-23,318089
Santa Isabel do Ivaí;PR;0,72;0,697;0,817;0,656;4123709;41;-53,195948;-23,001089
Santa Isabel do Pará;PA;0,659;0,622;0,798;0,576;1506500;15;-48,16306;-1,297396
Santa Isabel do Rio Negro;AM;0,479;0,461;0,737;0,323;1303601;13;-65,020023;-0,416695
Santa Izabel do Oeste;PR;0,696;0,677;0,826;0,603;4123808;41;-53,483618;-25,814381
Santa Juliana;MG;0,706;0,726;0,868;0,558;3157708;31;-47,527144;-19,311299
Santa Leopoldina;ES;0,626;0,646;0,797;0,477;3204500;32;-40,53321;-20,098891
Santa Lúcia;PR;0,687;0,688;0,795;0,592;4123824;41;-53,571144;-25,41132
Santa Lúcia;SP;0,737;0,696;0,818;0,703;3546900;35;-48,085336;-21,686568
Santa Luz;PI;0,588;0,539;0,768;0,49;2209302;22;-44,129586;-8,944624
Santa Luzia;BA;0,556;0,564;0,768;0,396;2928059;29;-39,332493;-15,432788
Santa Luzia;MA;0,55;0,525;0,7;0,452;2110005;21;-45,665012;-3,968391
Santa Luzia;MG;0,715;0,682;0,859;0,625;3157807;31;-43,850007;-19,767617
Santa Luzia;PB;0,682;0,62;0,804;0,635;2513406;25;-36,921678;-6,871863
Santa Luzia do Itanhy;SE;0,545;0,513;0,764;0,414;2806305;28;-37,449842;-11,353317
Santa Luzia do Norte;AL;0,597;0,58;0,77;0,477;2707909;27;-35,823488;-9,596768
Santa Luzia do Pará;PA;0,546;0,53;0,724;0,424;1506559;15;-46,906169;-1,518828
Santa Luzia do Paruá;MA;0,599;0,583;0,723;0,51;2110039;21;-45,776462;-2,546161
Santa Luzia D'Oeste;RO;0,67;0,657;0,812;0,564;1100296;11;-61,773305;-11,908423
Santa Margarida;MG;0,61;0,635;0,785;0,455;3157906;31;-42,252536;-20,377925
Santa Margarida do Sul;RS;0,663;0,691;0,87;0,484;4316972;43;-54,090955;-30,345103
Santa Maria;RN;0,59;0,554;0,779;0,477;2409332;24;-35,690364;-5,838519
Santa Maria;RS;0,784;0,795;0,848;0,715;4316907;43;-53,808675;-29,685582
Santa Maria da Boa Vista;PE;0,59;0,564;0,773;0,472;2612604;26;-39,824236;-8,804127
Santa Maria da Serra;SP;0,686;0,688;0,82;0,571;3547007;35;-48,159014;-22,56941
Santa Maria da Vitória;BA;0,614;0,592;0,758;0,516;2928109;29;-44,198309;-13,393545
Santa Maria das Barreiras;PA;0,544;0,555;0,783;0,37;1506583;15;-49,719352;-8,870551
Santa Maria de Itabira;MG;0,648;0,622;0,821;0,533;3158003;31;-43,11015;-19,459011
Santa Maria de Jetibá;ES;0,671;0,695;0,834;0,521;3204559;32;-40,741618;-20,028814
Santa Maria do Cambucá;PE;0,548;0,571;0,735;0,393;2612703;26;-35,885243;-7,831813
Santa Maria do Herval;RS;0,676;0,716;0,846;0,51;4316956;43;-50,987255;-29,503516
Santa Maria do Oeste;PR;0,609;0,6;0,79;0,477;4123857;41;-51,86771;-24,934184
Santa Maria do Pará;PA;0,598;0,595;0,764;0,471;1506609;15;-47,574695;-1,347866
Santa Maria do Salto;MG;0,613;0,593;0,765;0,507;3158102;31;-40,146933;-16,247573
Santa Maria do Suaçuí;MG;0,64;0,629;0,817;0,511;3158201;31;-42,417802;-18,192252
Santa Maria do Tocantins;TO;0,634;0,6;0,784;0,543;1718881;17;-47,74527;-8,774976
Santa Maria Madalena;RJ;0,668;0,672;0,797;0,556;3304607;33;-42,014445;-21,966094
Santa Mariana;PR;0,7;0,684;0,804;0,624;4123907;41;-50,521071;-23,146427
Santa Mercedes;SP;0,739;0,683;0,847;0,699;3547106;35;-51,758974;-21,346911
Santa Mônica;PR;0,704;0,698;0,792;0,63;4123956;41;-53,111273;-23,105424
Santa Quitéria;CE;0,616;0,546;0,775;0,553;2312205;23;-40,153508;-4,333271
Santa Quitéria do Maranhão;MA;0,555;0,49;0,76;0,458;2110104;21;-42,562873;-3,498485
Santa Rita;MA;0,609;0,553;0,743;0,551;2110203;21;-44,319948;-3,134117
Santa Rita;PB;0,627;0,597;0,774;0,534;2513703;25;-34,965839;-7,138085
Santa Rita de Caldas;MG;0,69;0,693;0,823;0,576;3159209;31;-46,338626;-22,026435
Santa Rita de Cássia;BA;0,605;0,564;0,766;0,513;2928406;29;-44,51905;-11,008045
Santa Rita de Ibitipoca;MG;0,63;0,625;0,793;0,505;3159407;31;-43,916761;-21,56123
Santa Rita de Jacutinga;MG;0,682;0,676;0,826;0,567;3159308;31;-44,100442;-22,148461
Santa Rita de Minas;MG;0,613;0,627;0,791;0,464;3159357;31;-42,131781;-19,87521
Santa Rita do Araguaia;GO;0,714;0,703;0,842;0,616;5219407;52;-53,205147;-17,326351
Santa Rita do Itueto;MG;0,607;0,609;0,779;0,472;3159506;31;-41,379278;-19,359813
Santa Rita do Novo Destino;GO;0,634;0,639;0,82;0,487;5219456;52;-49,120126;-15,135391
Santa Rita do Pardo;MS;0,642;0,655;0,8;0,505;5007554;50;-52,828071;-21,305377
Santa Rita do Passa Quatro;SP;0,775;0,764;0,887;0,686;3547502;35;-47,478981;-21,707144
Santa Rita do Sapucaí;MG;0,721;0,727;0,83;0,62;3159605;31;-45,703988;-22,25333
Santa Rita do Tocantins;TO;0,651;0,63;0,83;0,527;1718899;17;-48,909294;-10,866455
Santa Rita do Trivelato;MT;0,735;0,738;0,852;0,632;5107768;51;-55,277693;-13,81619
Santa Rita D'Oeste;SP;0,761;0,711;0,839;0,74;3547403;35;-50,830947;-20,141801
Santa Rosa;RS;0,769;0,752;0,871;0,693;4317202;43;-54,478224;-27,86675
Santa Rosa da Serra;MG;0,705;0,695;0,866;0,583;3159704;31;-45,970664;-19,532621
Santa Rosa de Goiás;GO;0,701;0,643;0,844;0,635;5219506;52;-49,491579;-16,079891
Santa Rosa de Lima;SC;0,757;0,726;0,843;0,71;4215604;42;-49,125091;-28,035606
Santa Rosa de Lima;SE;0,592;0,527;0,766;0,514;2806503;28;-37,197732;-10,646234
Santa Rosa de Viterbo;SP;0,77;0,746;0,868;0,704;3547601;35;-47,367269;-21,485273
Santa Rosa do Piauí;PI;0,567;0,539;0,699;0,483;2209377;22;-42,280814;-6,801455
Santa Rosa do Purus;AC;0,517;0,519;0,781;0,34;1200435;12;-70,486497;-9,443407
Santa Rosa do Sul;SC;0,705;0,702;0,806;0,618;4215653;42;-49,717626;-29,135288
Santa Rosa do Tocantins;TO;0,595;0,574;0,78;0,471;1718907;17;-48,119954;-11,451404
Santa Salete;SP;0,772;0,712;0,864;0,748;3547650;35;-50,688462;-20,243845
Santa Teresa;ES;0,714;0,722;0,834;0,604;3204609;32;-40,598998;-19,937714
Santa Teresinha;BA;0,587;0,549;0,804;0,459;2928505;29;-39,52114;-12,772852
Santa Teresinha;PB;0,627;0,586;0,82;0,513;2513802;25;-37,441718;-7,084192
Santa Tereza;RS;0,746;0,765;0,853;0,637;4317251;43;-51,734344;-29,171634
Santa Tereza de Goiás;GO;0,665;0,635;0,825;0,561;5219605;52;-49,014997;-13,712551
Santa Tereza do Oeste;PR;0,705;0,686;0,808;0,632;4124020;41;-53,627236;-25,058722
Santa Tereza do Tocantins;TO;0,662;0,618;0,817;0,575;1719004;17;-47,806288;-10,282362
Santa Terezinha;MT;0,609;0,596;0,761;0,498;5107776;51;-50,506266;-10,466112
Santa Terezinha;PE;0,593;0,54;0,737;0,524;2612802;26;-37,480033;-7,370356
Santa Terezinha;SC;0,669;0,637;0,817;0,575;4215679;42;-50,005529;-26,780982
Santa Terezinha de Goiás;GO;0,701;0,647;0,826;0,644;5219704;52;-49,706202;-14,433476
Santa Terezinha de Itaipu;PR;0,738;0,716;0,814;0,689;4124053;41;-54,399519;-25,442161
Santa Terezinha do Progresso;SC;0,682;0,686;0,791;0,585;4215687;42;-53,199847;-26,619776
Santa Terezinha do Tocantins;TO;0,637;0,583;0,758;0,584;1720002;17;-47,684285;-6,436998
Santa Vitória;MG;0,71;0,718;0,865;0,576;3159803;31;-50,123465;-18,843948
Santa Vitória do Palmar;RS;0,712;0,709;0,861;0,591;4317301;43;-53,367006;-33,51986
Santaluz;BA;0,598;0,559;0,764;0,5;2928000;29;-39,377378;-11,25336
Santana;AP;0,692;0,654;0,794;0,638;1600600;16;-51,172846;-0,038373
Santana;BA;0,608;0,585;0,776;0,496;2928208;29;-44,053258;-12,980751
Santana da Boa Vista;RS;0,633;0,63;0,802;0,503;4317004;43;-53,115875;-30,874703
Santana da Ponte Pensa;SP;0,773;0,751;0,84;0,733;3547205;35;-50,798404;-20,252602
Santana da Vargem;MG;0,698;0,681;0,85;0,587;3158300;31;-45,507121;-21,248962
Santana de Cataguases;MG;0,694;0,643;0,793;0,655;3158409;31;-42,554605;-21,284028
Santana de Mangueira;PB;0,535;0,488;0,756;0,414;2513505;25;-38,332581;-7,551213
Santana de Parnaíba;SP;0,814;0,876;0,849;0,725;3547304;35;-46,922093;-23,449453
Santana de Pirapama;MG;0,628;0,617;0,816;0,493;3158508;31;-44,038103;-19,006886
Santana do Acaraú;CE;0,587;0,536;0,755;0,5;2312007;23;-40,209463;-3,459775
Santana do Araguaia;PA;0,602;0,591;0,774;0,478;1506708;15;-50,344804;-9,329425
Santana do Cariri;CE;0,612;0,527;0,779;0,557;2312106;23;-39,73798;-7,180898
Santana do Deserto;MG;0,651;0,66;0,849;0,493;3158607;31;-43,172318;-21,949692
Santana do Garambéu;MG;0,667;0,648;0,822;0,558;3158706;31;-44,110873;-21,601832
Santana do Ipanema;AL;0,591;0,579;0,77;0,463;2708006;27;-37,245407;-9,372284
Santana do Itararé;PR;0,687;0,654;0,848;0,585;4124004;41;-49,633197;-23,753133
Santana do Jacaré;MG;0,647;0,655;0,79;0,523;3158805;31;-45,128049;-20,901677
Sant'Ana do Livramento;RS;0,727;0,715;0,846;0,636;4317103;43;-55,534814;-30,889384
Santana do Manhuaçu;MG;0,621;0,622;0,809;0,475;3158904;31;-41,923497;-20,108546
Santana do Maranhão;MA;0,51;0,445;0,758;0,394;2110237;21;-42,400768;-3,113068
Santana do Matos;RN;0,591;0,559;0,767;0,482;2411403;24;-36,654105;-5,957727
Santana do Mundaú;AL;0,519;0,513;0,752;0,362;2708105;27;-36,225234;-9,165033
Santana do Paraíso;MG;0,685;0,663;0,878;0,552;3158953;31;-42,552583;-19,369099
Santana do Piauí;PI;0,574;0,539;0,736;0,476;2209351;22;-41,518481;-6,949072
Santana do Riacho;MG;0,665;0,641;0,834;0,551;3159001;31;-43,711459;-19,170092
Santana do São Francisco;SE;0,59;0,544;0,716;0,526;2806404;28;-36,599579;-10,287672
Santana do Seridó;RN;0,642;0,595;0,767;0,58;2411429;24;-36,736852;-6,770152
Santana dos Garrotes;PB;0,594;0,568;0,772;0,479;2513604;25;-37,985043;-7,387644
Santana dos Montes;MG;0,647;0,608;0,801;0,557;3159100;31;-43,705998;-20,789735
Santanópolis;BA;0,592;0,561;0,746;0,496;2928307;29;-38,867162;-12,028407
Santarém;PA;0,691;0,632;0,807;0,648;1506807;15;-54,71857;-2,436213
Santarém;PB;0,622;0,553;0,765;0,568;2513653;25;-38,479152;-6,484055
Santarém Novo;PA;0,587;0,52;0,774;0,502;1506906;15;-47,400925;-0,92872
Santiago;RS;0,766;0,746;0,882;0,682;4317400;43;-54,869076;-29,19146
Santiago do Sul;SC;0,728;0,731;0,811;0,652;4215695;42;-52,675949;-26,634809
Santo Afonso;MT;0,689;0,655;0,834;0,599;5107263;51;-57,000504;-14,490777
Santo Amaro;BA;0,646;0,626;0,772;0,559;2928604;29;-38,709031;-12,54914
Santo Amaro da Imperatriz;SC;0,781;0,753;0,89;0,71;4215703;42;-48,78024;-27,689748
Santo Amaro das Brotas;SE;0,637;0,613;0,778;0,543;2806602;28;-37,056311;-10,782011
Santo Amaro do Maranhão;MA;0,518;0,454;0,738;0,416;2110278;21;-43,255285;-2,502721
Santo Anastácio;SP;0,753;0,725;0,854;0,689;3547700;35;-51,649892;-21,973021
Santo André;PB;0,6;0,568;0,797;0,476;2513851;25;-36,630975;-7,220489
Santo André;SP;0,815;0,819;0,861;0,769;3547809;35;-46,530874;-23,65751
Santo Ângelo;RS;0,772;0,765;0,863;0,696;4317509;43;-54,264143;-28,301938
Santo Antônio;RN;0,62;0,595;0,782;0,512;2411502;24;-35,475137;-6,305174
Santo Antônio da Alegria;SP;0,702;0,69;0,83;0,604;3547908;35;-47,155931;-21,089964
Santo Antônio da Barra;GO;0,691;0,665;0,835;0,593;5219712;52;-50,634054;-17,556108
Santo Antônio da Patrulha;RS;0,717;0,718;0,866;0,594;4317608;43;-50,520986;-29,832034
Santo Antônio da Platina;PR;0,718;0,733;0,817;0,617;4124103;41;-50,077346;-23,297049
Santo Antônio das Missões;RS;0,686;0,672;0,835;0,576;4317707;43;-55,224557;-28,508097
Santo Antônio de Goiás;GO;0,723;0,687;0,832;0,662;5219738;52;-49,310243;-16,483121
Santo Antônio de Jesus;BA;0,7;0,677;0,815;0,622;2928703;29;-39,261131;-12,968008
Santo Antônio de Lisboa;PI;0,584;0,597;0,704;0,473;2209401;22;-41,233765;-6,981848
Santo Antônio de Pádua;RJ;0,718;0,709;0,806;0,648;3304706;33;-42,177912;-21,535977
Santo Antônio de Posse;SP;0,702;0,718;0,838;0,576;3548005;35;-46,91591;-22,604797
Santo Antônio do Amparo;MG;0,672;0,641;0,823;0,576;3159902;31;-44,918675;-20,946249
Santo Antônio do Aracanguá;SP;0,757;0,71;0,84;0,728;3548054;35;-50,496735;-20,932497
Santo Antônio do Aventureiro;MG;0,671;0,66;0,841;0,545;3160009;31;-42,811637;-21,755828
Santo Antônio do Caiuá;PR;0,696;0,65;0,82;0,632;4124202;41;-52,344658;-22,733975
Santo Antônio do Descoberto;GO;0,665;0,647;0,818;0,556;5219753;52;-48,256006;-15,944224
Santo Antônio do Grama;MG;0,633;0,626;0,823;0,493;3160108;31;-42,613899;-20,3125
Santo Antônio do Içá;AM;0,49;0,438;0,759;0,353;1303700;13;-67,946485;-3,107486
Santo Antônio do Itambé;MG;0,558;0,537;0,794;0,408;3160207;31;-43,303779;-18,468972
Santo Antônio do Jacinto;MG;0,574;0,575;0,772;0,427;3160306;31;-40,175337;-16,537683
Santo Antônio do Jardim;SP;0,714;0,703;0,835;0,62;3548104;35;-46,682307;-22,118523
Santo Antônio do Leste;MT;0,655;0,658;0,853;0,501;5107792;51;-53,611724;-14,800813
Santo Antônio do Leverger;MT;0,656;0,651;0,806;0,539;5107800;51;-56,094162;-15,869179
Santo Antônio do Monte;MG;0,724;0,736;0,84;0,615;3160405;31;-45,293936;-20,087219
Santo Antônio do Palma;RS;0,764;0,787;0,853;0,665;4317558;43;-52,024633;-28,497445
Santo Antônio do Paraíso;PR;0,716;0,683;0,813;0,662;4124301;41;-50,646828;-23,494719
Santo Antônio do Pinhal;SP;0,706;0,685;0,812;0,632;3548203;35;-45,679279;-22,831193
Santo Antônio do Planalto;RS;0,759;0,701;0,885;0,705;4317756;43;-52,683726;-28,395929
Santo Antônio do Retiro;MG;0,57;0,504;0,784;0,469;3160454;31;-42,624377;-15,342634
Santo Antônio do Rio Abaixo;MG;0,669;0,616;0,823;0,591;3160504;31;-43,253057;-19,22568
Santo Antônio do Sudoeste;PR;0,671;0,69;0,807;0,543;4124400;41;-53,723083;-26,074975
Santo Antônio do Tauá;PA;0,632;0,598;0,753;0,561;1507003;15;-48,132433;-1,151693
Santo Antônio dos Lopes;MA;0,566;0,547;0,714;0,465;2110302;21;-44,361447;-4,87382
Santo Antônio dos Milagres;PI;0,619;0,524;0,776;0,582;2209450;22;-42,711197;-6,046718
Santo Augusto;RS;0,739;0,753;0,84;0,637;4317806;43;-53,77885;-27,853491
Santo Cristo;RS;0,738;0,746;0,82;0,656;4317905;43;-54,668748;-27,81993
Santo Estêvão;BA;0,626;0,611;0,808;0,498;2928802;29;-39,25319;-12,428893
Santo Expedito;SP;0,732;0,664;0,828;0,714;3548302;35;-51,390921;-21,846805
Santo Expedito do Sul;RS;0,732;0,679;0,853;0,677;4317954;43;-51,643572;-27,909369
Santo Hipólito;MG;0,657;0,641;0,824;0,536;3160603;31;-44,221698;-18,28781
Santo Inácio;PR;0,739;0,746;0,843;0,641;4124509;41;-51,7953;-22,700069
Santo Inácio do Piauí;PI;0,613;0,543;0,776;0,546;2209500;22;-41,918213;-7,422337
